_,ACPTBL_POC_SW,CMPLNC_STUS_CD,CROSS_REF_PROVIDER_NUMBER,CRTFCTN_DT,ELGBLTY_SW,FAC_NAME,ORGNL_PRTCPTN_DT,PRVDR_NUM,SKLTN_REC_SW,STATE_RGN_CD,PGM_TRMNTN_CD,TRMNTN_EXPRTN_DT,CRTFCTN_ACTN_TYPE_CD,GNRL_CNTL_TYPE_CD,ZIP_CD,FIPS_CNTY_CD,CBSA_CD,longitude,latitude,names,grade,addresses,ZIP1,ZIP2,Geography.1,Total_Civilian_Noninstitutionalized_Population,Avg-Median_age_in_years,Total_Households_Estimate,Prop_Family_households,Prop_Nonfamily_households,Average_household_size,Average_family_size,Gps_living_with_gcs_under_18_years,Prop__Gps_caring_for_gc_over_18,Number_of_Veterans,Veterans_as_Prop_of_population,Unemployed_veterans_Prop_of_labour_force,Hispani_or_Latino,Hispanic/Latino_Prop,White,White_Prop,Black_Estimate,Black_Prop,Native_American/Alaskan,Native_American/Alaskan_Prop,Asian,Asian_Prop,Native_Hawaiian/Pacific_Islander,Native_Hawaiian/Pacific_Islander_Prop,"Other_Race_Only,_Not_Hispanic/Latino","Other_Race_Only,_Not_Hispanic/Latino_Prop","Two_or_more_races_alone,_Not_Hispanic_or_Latino_Estimate","Two_or_more_races_alone,_Not_Hispanic_or_Latino_Prop",Prop_Native_Born,Prop_Foreign_born,Prop_of_Foreign_Born_who_are_Naturalized_U.S._citizen,Pop_5_years_+,Pop_5_years_+_foreign_language_at_home,Pop_5_years_+_w/_poor_English,Median_household_income_(dollars),Mean_household_income_(dollars),Median_family_income_(dollars),Mean_family_income_(dollars),Per_capita_income_(dollars),All_families%,Married_couple_families%,female_householder_no_husband%,All_people%,Under_18%,Percent_(Labor_Force_Participation_Rate),Labour_Force_%,Employed_16+%,Employed_%_16+,Unemployment%,Military%,Not_in_labourforce%,"Population_25_years_
and_over%",Percent_Less_than_9th_grade%,"Percent_9th_to_12th_grade,_no_diploma",Percent_High_school_graduate_(includes_equivalency),"Percent_Some_college,_no_degree",Percent_Associate's_degree,Percent_Bachelor's_degree,Percent_Graduate_or_professional_degree,Percent_high_school_graduate_or_higher,Population_25_years_and_over_with_earnings,Less_than_high_school_graduate_earnings_(dollars),High_school_graduate__earnings_(dollars),Some_college_or_associate's_degree_earnings_(dollars),Bachelor's_degree_earnings_(dollars),Graduate_or_professional_degree_earnings_(dollars),Median_Value_(dollars)
SONOMA,N,A,0,20160630,Y,"SONOMA VALLEY HOSPITAL DISTRICT",19921215,05D0612446,N,M2,0,20180728,1,9,95476,97,42220,-122.4651441,38.2881092,"SONOMA VALLEY HOSPITAL",60,"347 ANDRIEUX STREET
                SONOMA, CA 95476-6811",95476-6811,954766811,"SONOMA COUNTY",500585,41.8,188829,63,37,2.63,3.24,8853,19.1,26819,6.6,1.6,136100,27,313301,62.1,8133,1.6,3324,0.7,20079,4,1755,0.3,5560,1.1,15965,3.2,83.3,16.7,43.1,478876,26.5,10.7,-,53495,-,64513,26243,30.5,0,55.4,26.8,26.4,74.4,74.4,66.8,7.6,10.3,0,25.6,379,7.9,0,14.8,37.5,19.3,12.4,8.2,92.1,35725,-,-,50135,-,-,0
SONOMA,N,0,0,19930825,N,"SONOMA VALLEY HOSPITAL DISTRICT",19930825,05D0875504,Y,LAB,8,20131024,0,9,95476,97,42220,-122.4651441,38.2881092,"SONOMA VALLEY HOSPITAL",60,"347 ANDRIEUX STREET
                SONOMA, CA 95476-6811",95476-6811,954766811,"SONOMA COUNTY",500585,41.8,188829,63,37,2.63,3.24,8853,19.1,26819,6.6,1.6,136100,27,313301,62.1,8133,1.6,3324,0.7,20079,4,1755,0.3,5560,1.1,15965,3.2,83.3,16.7,43.1,478876,26.5,10.7,38906,43993,55481,61672,20316,14.6,12.7,25.9,31.2,47.7,42.8,42.8,38.4,4.3,10.2,0,57.2,1796,2.5,6.4,38.4,24.1,16.5,7.3,4.8,91.1,25205,-,25602,23281,-,-,0
SONOMA,N,0,05D0612446,19940614,N,"SONOMA VALLEY HOSPITAL DISTRICT",19940614,05D0887560,Y,LAB,12,19951017,0,9,95476,97,42220,-122.4651441,38.2881092,"SONOMA VALLEY HOSPITAL",60,"347 ANDRIEUX STREET
                SONOMA, CA 95476-6811",95476-6811,954766811,"SONOMA COUNTY",500585,41.8,188829,63,37,2.63,3.24,8853,19.1,26819,6.6,1.6,136100,27,313301,62.1,8133,1.6,3324,0.7,20079,4,1755,0.3,5560,1.1,15965,3.2,83.3,16.7,43.1,478876,26.5,10.7,45833,58271,54962,66615,26081,14.7,15.2,17.6,17.9,21.2,49.5,49.5,45.8,3.7,7.4,0,50.5,2447,8.2,4.7,29.3,31.2,9.1,11.9,5.6,87.1,27490,-,21639,34297,63548,-,0
"SANTA ROSA",N,0,0,19921222,N,"SUTTER SANTA ROSA REGIONAL HOSPITAL",19921222,05D0611473,Y,SR,0,20190102,0,2,95403,97,42220,-122.7519949,38.4950726,"SUTTER SANTA ROSA REGIONAL HOSPITAL",100,"30 MARK WEST SPRINGS RD
                SANTA ROSA, CA 95403",", CA 95403",95403,"SANTA ROSA CITY",173666,38.5,64155,61.2,38.8,2.68,3.39,N,N,8516,6.2,2.5,56953,32.5,93399,53.3,5359,3.1,1967,1.1,9162,5.2,1585,0.9,1559,0.9,5285,3,78.8,21.2,38.4,164871,31.5,14.5,59417,81588,59028,95640,39054,11.4,0,78,10.3,0,43.3,43.3,39.6,3.7,8.6,0,56.7,1005,7.3,2.8,36.3,21.5,8.8,15.2,8.2,90,38382,-,-,69565,-,-,0
"SANTA ROSA",N,0,0,19930205,N,"KAISER FOUNDATION HOSPITAL SANTA ROSA LABORATORY",19930205,05D0683953,Y,M2,0,20190613,0,2,95403,97,42220,-122.7270141,38.47212,"KAISER FOUNDATION HOSPITAL - SANTA ROSA",100,"401 BICENTENNIAL WAY
                SANTA ROSA, CA 95403-2149",95403-2149,954032149,"SANTA ROSA CITY",173666,38.5,64155,61.2,38.8,2.68,3.39,N,N,8516,6.2,2.5,56953,32.5,93399,53.3,5359,3.1,1967,1.1,9162,5.2,1585,0.9,1559,0.9,5285,3,78.8,21.2,38.4,164871,31.5,14.5,32500,47249,52880,57551,20953,19.1,18.6,0,24.9,21.1,37.6,37.6,30.3,7.3,19.4,0,62.4,721,0,14.6,27.3,22.1,17.9,6.2,11.9,85.4,-,-,-,-,-,-,0
"SANTA ROSA",N,0,05D0689851,19930205,N,"KFH INPATIENT LAB-SANTA ROSA",19930205,05D0687156,Y,LAB,1,19970423,0,3,95403,97,42220,-122.7270141,38.47212,"KAISER FOUNDATION HOSPITAL - SANTA ROSA",100,"401 BICENTENNIAL WAY
                SANTA ROSA, CA 95403-2149",95403-2149,954032149,"SANTA ROSA CITY",173666,38.5,64155,61.2,38.8,2.68,3.39,N,N,8516,6.2,2.5,56953,32.5,93399,53.3,5359,3.1,1967,1.1,9162,5.2,1585,0.9,1559,0.9,5285,3,78.8,21.2,38.4,164871,31.5,14.5,52695,59251,90089,75793,22163,13.5,0,76.2,13.5,29.6,54.9,54.9,51.6,3.4,6.2,0,45.1,709,7.3,1.4,42.2,24.5,15.4,3.7,5.5,91.3,33712,-,21410,43649,-,-,0
"SANTA ROSA",N,0,05D0683953,19930907,N,"TPMG SANTA ROSA MEDICAL OFFICES LAB",19930907,05D0689851,Y,LAB,1,20000525,0,3,95403,97,42220,-122.7270141,38.47212,"KAISER FOUNDATION HOSPITAL - SANTA ROSA",100,"401 BICENTENNIAL WAY
                SANTA ROSA, CA 95403-2149",95403-2149,954032149,"SANTA ROSA CITY",173666,38.5,64155,61.2,38.8,2.68,3.39,N,N,8516,6.2,2.5,56953,32.5,93399,53.3,5359,3.1,1967,1.1,9162,5.2,1585,0.9,1559,0.9,5285,3,78.8,21.2,38.4,164871,31.5,14.5,54083,67750,66290,77963,20974,10.6,5.8,32,14.6,20.7,36.4,36.3,33.6,2.7,7.5,0.1,63.6,22422,4.2,13.5,32.4,28.1,9.5,7.9,4.5,82.3,40437,28250,37160,41235,41109,68359,0
"SANTA ROSA",N,0,0,19930115,N,"SANTA ROSA MEMORIAL HOSPITAL LAB",19930115,05D0706122,Y,M2,0,20190726,0,1,95405,97,42220,-122.701141,38.4437611,"SANTA ROSA MEMORIAL HOSPITAL",60,"1165 MONTGOMERY DRIVE
                SANTA ROSA, CA 95405-4897",95405-4897,954054897,"SANTA ROSA CITY",173666,38.5,64155,61.2,38.8,2.68,3.39,N,N,8516,6.2,2.5,56953,32.5,93399,53.3,5359,3.1,1967,1.1,9162,5.2,1585,0.9,1559,0.9,5285,3,78.8,21.2,38.4,164871,31.5,14.5,49545,82238,67083,114010,39977,6.3,0,100,7.1,20.9,70.1,70.1,55.1,15,21.3,0,29.9,110,10.9,9.1,31.8,45.5,2.7,0,0,80,-,-,-,-,-,-,0
"SANTA ROSA",N,0,05D0683953,19930201,N,"PERMANENTE MED GROUP BLOOD GAS LAB,THE",19930201,05D0858804,Y,LAB,1,20000525,0,3,95403,97,42220,-122.7270141,38.47212,"KAISER FOUNDATION HOSPITAL - SANTA ROSA",100,"401 BICENTENNIAL WAY
                SANTA ROSA, CA 95403-2149",95403-2149,954032149,"SANTA ROSA CITY",173666,38.5,64155,61.2,38.8,2.68,3.39,N,N,8516,6.2,2.5,56953,32.5,93399,53.3,5359,3.1,1967,1.1,9162,5.2,1585,0.9,1559,0.9,5285,3,78.8,21.2,38.4,164871,31.5,14.5,-,54725,-,93283,19263,11.3,12.5,0,48.2,80.4,29,29,26.9,2.1,7.1,0,71,171,3.5,7.6,22.8,60.2,0,5.8,0,88.9,54583,-,-,60645,-,-,0
"SANTA ROSA",N,0,0,20060724,N,"TPMG, INC SANTA ROSA MEDICAL OFFICES",20060724,05D1056754,Y,M2,0,20200723,0,2,95403,97,42220,-122.7270141,38.47212,"KAISER FOUNDATION HOSPITAL - SANTA ROSA",100,"401 BICENTENNIAL WAY
                SANTA ROSA, CA 95403-2149",95403-2149,954032149,"SANTA ROSA CITY",173666,38.5,64155,61.2,38.8,2.68,3.39,N,N,8516,6.2,2.5,56953,32.5,93399,53.3,5359,3.1,1967,1.1,9162,5.2,1585,0.9,1559,0.9,5285,3,78.8,21.2,38.4,164871,31.5,14.5,-,59932,113472,103701,35172,5.1,0,-,24.6,10.2,58.6,58.6,57.2,1.5,2.5,0,41.4,453,3.1,0,19.2,53.6,20.3,3.8,0,96.9,42045,-,53375,41250,-,-,0
"SANTA ROSA",N,0,0,20110706,N,"KFH SANTA ROSA POCT",20110706,05D2026625,Y,M2,0,20190705,0,2,95403,97,42220,-122.7270141,38.47212,"KAISER FOUNDATION HOSPITAL - SANTA ROSA",100,"401 BICENTENNIAL WAY
                SANTA ROSA, CA 95403-2149",95403-2149,954032149,"SANTA ROSA CITY",173666,38.5,64155,61.2,38.8,2.68,3.39,N,N,8516,6.2,2.5,56953,32.5,93399,53.3,5359,3.1,1967,1.1,9162,5.2,1585,0.9,1559,0.9,5285,3,78.8,21.2,38.4,164871,31.5,14.5,48500,50655,40500,45255,7872,0,0,0,5.2,3.3,8.3,6.7,5.9,0.8,12,1.6,91.7,1281,9.8,21.8,44.6,18.6,2,1.6,1.6,68.5,16094,-,-,30865,-,-,0
MODESTO,N,A,0,20101123,Y,"DOCTORS MEDICAL CENTER",19920901,05D0610391,N,M1,0,20190830,5,4,95350,99,33700,-120.9972995,37.6652146,"DOCTORS MEDICAL CENTER OF MODESTO",100,"1441 FLORIDA AVENUE
                MODESTO, CA 95350-4418",95350-4418,953504418,"MODESTO CITY",212667,35.8,72621,70.6,29.4,2.91,3.52,4825,31.8,7768,4.8,2,84494,39.4,95067,44.4,10297,4.8,760,0.4,14313,6.7,3159,1.5,51,0,6079,2.8,79.6,20.4,51.4,201024,39.1,15.8,71511,80860,72220,84141,33146,10.9,8.2,25,10.8,11.4,44.9,44.9,41.4,3.4,7.6,0,55.1,981,4.1,7.1,19.2,39.9,12.6,9,8.2,88.8,61481,-,36979,71111,133684,161406,0
MODESTO,N,0,0,19930518,N,"DOCTORS MEDICAL CENTER PULMONARY",19930518,05D0869151,Y,M1,1,20050301,0,4,95350,99,33700,-120.9972995,37.6652146,"DOCTORS MEDICAL CENTER OF MODESTO",100,"1441 FLORIDA AVENUE
                MODESTO, CA 95350-4418",95350-4418,953504418,"MODESTO CITY",212667,35.8,72621,70.6,29.4,2.91,3.52,4825,31.8,7768,4.8,2,84494,39.4,95067,44.4,10297,4.8,760,0.4,14313,6.7,3159,1.5,51,0,6079,2.8,79.6,20.4,51.4,201024,39.1,15.8,74432,77108,74886,77296,27897,7.2,8.4,0,12.2,13.3,53,53,49.6,3.5,6.5,0,47,722,1.1,1.7,23.3,38.4,19.3,7.8,8.6,97.2,50365,26500,50938,49028,60139,60250,0
MODESTO,N,0,0,20020226,N,"FORTH STREET COMMUNITY MEDICAL CLINIC",20020226,05D0996737,Y,LAB,8,20060225,0,2,95351,99,33700,-121.5940156,39.1381926,"RIDEOUT MEMORIAL HOSPITAL",40,"726 4TH STREET
                MARYSVILLE, CA 95901-5600",95901-5600,959015600,"MODESTO CITY",212667,35.8,72621,70.6,29.4,2.91,3.52,4825,31.8,7768,4.8,2,84494,39.4,95067,44.4,10297,4.8,760,0.4,14313,6.7,3159,1.5,51,0,6079,2.8,79.6,20.4,51.4,201024,39.1,15.8,-,38688,-,40898,15767,15.6,0,35,30.9,23.5,54.5,54.5,47.5,6.9,12.7,0,45.5,90,0,0,16.7,48.9,6.7,21.1,6.7,100,31250,-,-,30096,-,-,0
MODESTO,N,0,0,20050224,N,"SUTTER EMERGENCY MEDICAL GROUP",20050224,05D1037453,Y,M2,8,20110223,0,4,95355,99,33700,-120.9737865,37.6687592,"MEMORIAL MEDICAL CENTER OF MODESTO",40,"1700 COFFEE ROAD
                MODESTO, CA 95355-2869",95355-2869,953552869,"MODESTO CITY",212667,35.8,72621,70.6,29.4,2.91,3.52,4825,31.8,7768,4.8,2,84494,39.4,95067,44.4,10297,4.8,760,0.4,14313,6.7,3159,1.5,51,0,6079,2.8,79.6,20.4,51.4,201024,39.1,15.8,-,40757,-,-,30800,-,-,-,34.6,-,42.3,42.3,30.8,11.5,27.3,0,57.7,26,42.3,0,57.7,0,0,0,0,57.7,-,-,-,-,-,-,0
MODESTO,N,0,0,20060925,N,"TPMG MODESTO PPMP LABORATORY",20060925,05D1059206,Y,M2,0,20200924,0,4,95356,99,33700,-121.0524993,37.7065812,"KAISER FOUNDATION HOSPITAL - MODESTO",80,"4601 DALE ROAD
                MODESTO, CA 95356-9718",95356-9718,953569718,"MODESTO CITY",212667,35.8,72621,70.6,29.4,2.91,3.52,4825,31.8,7768,4.8,2,84494,39.4,95067,44.4,10297,4.8,760,0.4,14313,6.7,3159,1.5,51,0,6079,2.8,79.6,20.4,51.4,201024,39.1,15.8,-,N,-,N,54383,0,0,-,0,0,82.8,82.8,82.8,0,0,0,17.2,123,0,0,21.1,22,30.9,26,0,100,55164,-,-,-,-,-,0
MODESTO,N,0,0,20080902,N,"KFH MODESTO PPMP LABORATORY",20080902,05D1088719,Y,M2,0,20200901,0,4,95356,99,33700,-121.0524993,37.7065812,"KAISER FOUNDATION HOSPITAL - MODESTO",80,"4601 DALE ROAD
                MODESTO, CA 95356-9718",95356-9718,953569718,"MODESTO CITY",212667,35.8,72621,70.6,29.4,2.91,3.52,4825,31.8,7768,4.8,2,84494,39.4,95067,44.4,10297,4.8,760,0.4,14313,6.7,3159,1.5,51,0,6079,2.8,79.6,20.4,51.4,201024,39.1,15.8,-,28662,-,N,20144,0,-,0,22.2,0,0,0,0,0,-,0,100,15,0,26.7,0,53.3,0,20,0,73.3,-,-,-,-,-,-,0
TURLOCK,N,0,0,19930722,N,"EMANUEL MEDICAL CENTER CLINICAL LABORATORY",19930722,05D0664884,Y,M2,0,20190427,0,4,95382,99,33700,-120.837996,37.511639,"EMANUEL MEDICAL CENTER",80,"825 DELBON AVENUE
                TURLOCK, CA 95382-2016",95382-2016,953822016,"TURLOCK CITY",73095,34.5,25562,71.4,28.6,2.85,3.34,N,N,2228,4,23,28887,39.3,35965,48.9,870,1.2,155,0.2,5224,7.1,70,0.1,0,0,2391,3.3,77.3,22.7,51.3,68939,43.6,15.5,46266,44223,44125,45454,23655,17.6,0,40.9,9.2,0,65.1,65.1,42.1,23,35.3,0,34.9,423,1.9,17.3,46.6,11.6,13,5,4.7,80.9,41667,-,45109,-,-,-,0
VENTURA,N,0,0,19930104,N,"VENTURA COUNTY MEDICAL CENTER LABORATORY",19930104,05D0704671,Y,M1,0,20190711,0,6,93003,111,37100,-119.2529832,34.2771994,"VENTURA COUNTY MEDICAL CENTER",60,"300 HILLMONT AVENUE
                VENTURA, CA 93003-3099",93003-3099,930033099,"VENTURA COUNTY",847390,38.2,272085,71.8,28.2,3.09,3.63,26517,17.9,40735,6.2,3.5,366266,42.9,385085,45.1,14356,1.7,2094,0.2,61477,7.2,837,0.1,1141,0.1,22967,2.7,78.4,21.6,52.5,802828,38.6,14.4,38594,48019,63472,70460,34036,0,0,-,6.5,-,29.8,29.8,29.8,0,0,0,70.2,124,0,6.5,64.5,29,0,0,0,93.5,15288,-,16058,-,-,-,0
VENTURA,N,0,0,19930630,N,"VENTURA COUNTY MED CTR RES CARE SVCS",19930630,05D0872517,Y,M1,0,20190118,0,6,93003,111,37100,-119.2529832,34.2771994,"VENTURA COUNTY MEDICAL CENTER",60,"300 HILLMONT AVENUE
                VENTURA, CA 93003-3099",93003-3099,930033099,"VENTURA COUNTY",847390,38.2,272085,71.8,28.2,3.09,3.63,26517,17.9,40735,6.2,3.5,366266,42.9,385085,45.1,14356,1.7,2094,0.2,61477,7.2,837,0.1,1141,0.1,22967,2.7,78.4,21.6,52.5,802828,38.6,14.4,51105,63907,65854,72535,13279,16.8,8.8,38.7,20.7,28.1,23.2,23.1,21.4,1.7,7.4,0.1,76.8,10315,5.9,21.3,38.1,20.2,6.7,4.9,2.8,72.8,41086,30481,40069,42284,42500,76250,0
CAMARILLO,N,A,0,20060524,Y,"ST JOHN'S PLEASANT VALLEY HOSPITAL",19920901,05D0583398,N,M1,0,20190102,5,2,93010,111,37100,-119.0198129,34.2434645,"ST. JOHN'S PLEASANT VALLEY HOSPITAL",100,"2309 ANTONIO AVENUE
                CAMARILLO, CA 93010-1414",93010-1414,930101414,"CAMARILLO CITY",67069,44,25361,71,29,2.65,3.14,N,N,4666,8.6,6.5,16268,24,38927,57.4,658,1,210,0.3,9204,13.6,437,0.6,0,0,2145,3.2,85.4,14.6,61.7,64820,23.3,5.7,43542,50928,61181,61893,23511,7.3,5.7,18.5,10,0,55.3,55.3,52.5,2.8,5.1,0,44.7,1191,2.4,4.1,20.2,31.3,14.3,20.2,7.6,93.5,30167,-,41250,31250,23466,-2500,0
CAMARILLO,N,A,0,20140507,Y,"ST JOHN'S PLEASANT VALLEY HOSP CARDIOPLUMONARY LAB",19920901,05D0705017,N,M1,0,20181103,5,1,93010,111,37100,-119.0198129,34.2434645,"ST. JOHN'S PLEASANT VALLEY HOSPITAL",100,"2309 ANTONIO AVENUE
                CAMARILLO, CA 93010-1414",93010-1414,930101414,"CAMARILLO CITY",67069,44,25361,71,29,2.65,3.14,N,N,4666,8.6,6.5,16268,24,38927,57.4,658,1,210,0.3,9204,13.6,437,0.6,0,0,2145,3.2,85.4,14.6,61.7,64820,23.3,5.7,61015,89855,68272,99444,30798,13.1,8.4,25.8,17,24,64.4,64.3,59.3,5,7.8,0,35.6,6801851,12.9,9,20.7,19.3,6.9,20.4,10.9,78.2,35571,20358,27308,35926,52851,75564,0
VENTURA,N,0,0,19930104,N,"VENTURA COUNTY MEDICAL CENTER LABORATORY",19930104,05D0704671,Y,M1,0,20190711,0,6,93003,111,37100,-119.2529832,34.2771994,"VENTURA COUNTY MEDICAL CENTER",60,"300 HILLMONT AVENUE
                VENTURA, CA 93003-3099",93003-3099,930033099,"SAN BUENAVENTURA (VENTURA) CITY",109510,38.7,41338,60.7,39.3,2.64,3.36,N,N,6908,8,9.2,40492,36.6,61774,55.8,2624,2.4,222,0.2,2882,2.6,0,0,74,0.1,2716,2.5,85.1,14.9,57.9,104058,27.9,7.9,90859,109909,99865,125658,40447,2.7,3.1,0,6.8,0,61.2,61.2,54.6,6.6,10.7,0,38.8,5342,3.4,5.7,23.4,30,11.7,17.6,8.2,90.9,53864,34023,41827,60486,77176,71645,0
VENTURA,N,0,0,19930630,N,"VENTURA COUNTY MED CTR RES CARE SVCS",19930630,05D0872517,Y,M1,0,20190118,0,6,93003,111,37100,-119.2529832,34.2771994,"VENTURA COUNTY MEDICAL CENTER",60,"300 HILLMONT AVENUE
                VENTURA, CA 93003-3099",93003-3099,930033099,"SAN BUENAVENTURA (VENTURA) CITY",109510,38.7,41338,60.7,39.3,2.64,3.36,N,N,6908,8,9.2,40492,36.6,61774,55.8,2624,2.4,222,0.2,2882,2.6,0,0,74,0.1,2716,2.5,85.1,14.9,57.9,104058,27.9,7.9,116652,150994,137438,172808,54503,5.7,1.8,32.4,7.4,13,67.1,67.1,64.2,2.9,4.4,0,32.9,14477,2.1,2.3,14.2,20.5,7.2,31.2,22.6,95.6,60143,27875,21727,52364,64656,89173,0
"THOUSAND OAKS",N,A,0,20040308,Y,"THOUSAND OAKS PATHOLOGY ASSOCIATES INC",19940914,05D0891727,N,M1,1,20050902,2,4,91360,111,37100,-118.8830459,34.2077675,"LOS ROBLES HOSPITAL AND MEDICAL CENTER",100,"215 WEST JANSS ROAD
                THOUSAND OAKS, CA 91360",", CA 91360",91360,"THOUSAND OAKS CITY",128543,43.6,46017,68.4,31.6,2.76,3.33,N,N,7296,7.3,0,22144,17.2,88558,68.7,1347,1,131,0.1,11452,8.9,68,0.1,336,0.3,4936,3.8,84.6,15.4,69.7,122385,20.6,5.9,105685,125087,127344,142929,42383,5.9,5.4,29.6,8.3,8.1,56.2,56.2,53.9,2.3,4.1,0,43.8,2676,1.5,4.3,23.3,33.3,9.7,17.1,10.8,94.2,46207,-,37236,41991,58068,83273,0
DAVIS,N,0,0,19921230,N,"SUTTER DAVIS HOSPITAL",19921230,05D0613795,Y,M2,0,20200607,0,2,95617,113,40900,-121.7711666,38.5625729,"SUTTER DAVIS HOSPITAL",60,"2000 SUTTER PLACE
                DAVIS, CA 95616-6201",95616-6201,956166201,"DAVIS CITY",68789,25.1,23271,51.1,48.9,2.88,3.09,N,N,1697,2.9,10.5,9790,14.2,38546,55.9,1421,2.1,416,0.6,13768,20,120,0.2,207,0.3,4717,6.8,83.4,16.6,43.3,66084,21.3,6.1,55401,75338,62886,82983,27385,12.4,11.4,15.1,15.1,16.4,60.8,60.8,57.3,3.4,5.6,0.1,39.2,62445,11.4,6.9,24.4,16.1,7.7,22.8,10.8,81.7,35851,19406,26086,34731,51115,65701,0
DAVIS,N,0,0,19950929,N,"SUTTER DAVIS HOSPITAL PULMONARY LAB",19950929,05D0906201,Y,LAB,33,19970928,0,2,95617,113,40900,-121.7711666,38.5625729,"SUTTER DAVIS HOSPITAL",60,"2000 SUTTER PLACE
                DAVIS, CA 95616-6201",95616-6201,956166201,"DAVIS CITY",68789,25.1,23271,51.1,48.9,2.88,3.09,N,N,1697,2.9,10.5,9790,14.2,38546,55.9,1421,2.1,416,0.6,13768,20,120,0.2,207,0.3,4717,6.8,83.4,16.6,43.3,66084,21.3,6.1,61667,73733,83594,83032,25626,15.4,9.5,31.1,18.5,34,62.6,62.6,56.6,6,9.6,0,37.4,4872,12.1,7.2,23.2,20.7,10.4,20.5,5.9,80.6,38775,23750,35918,37083,51950,68472,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88774,119265,98349,131489,42429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90666,121131,103955,132925,42009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62702,76411,64797,82275,22740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62986,82805,66576,96200,30356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70034,81499,71993,84989,21513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57728,71690,62059,74629,20013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57209,68716,59558,70841,17674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39686,49197,40770,49591,13482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52944,71090,59352,75321,22780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39008,48566,38009,48373,12138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103698,191876,147638,254457,83792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
